custom_id,content,agree,disagree,neutral
FXlxZeSGHqYgK5mSQZKXP,我是复旦新闻学院传播学本科，香港浸会传播学硕士，毕业后先是在传统媒体工作了3年，然后又跳到互联网大厂到如今是6年+，这么看来好像我这个发展路径也不错吧，但有弟弟妹妹跑来问选什么专业的时候，我还是会举双手建议他们不要（对，就是不要）报考新闻传播类专业。这么说可能会伤老师们的心，但这就是工作快10年的我回望过往时最真实的感受。读新闻专业，好像没专业这么说并不表示这个学科本身真得空无一物，学不到知识，而是说与这个专业最对口的媒体岗位，想要做好虽然不容易，但如果只是入门，似乎也没什么门槛。学中文，你以后也能做媒体人，学法律，也能，学金融，也能...而且其他专业的同学来做媒体这行，其实是更有优势的，比如财经记者或是编辑，你都不懂财报、看不懂数据，怎么能写出有深度到位的报道呢？没有经济学、金融学的知识是不行的，其他行业媒体人也是如此。就业竞争压力大这个跟前面提到的问题是深度相关的。在目前比较不如意的大经济环境下，毕业生就业确实是个难题，而学新闻传播专业，感觉是有点难上加难。首先是传统媒体，先不说目前的媒介发展趋势，新闻单位本身就是事业单位，招聘的名额放到全国毕业生的体量中来看，那名额是少之又少，毕业想要进报社、电视台，除了校招，那就是看有没有啥门路推荐了。再一个就是互联网大厂，广告么，总归跟新闻专业很匹配的吧，而且招聘名额又多，还有一些福利光环（当然，今天的互联网也进入低谷期，今时不同往日了）也许你在大学里的确掌握了很多这样的广告知识，但其实互联网广告业态的变化那是相当之快，而且是绝对的实践出真知，大学四年出来你学的那套可能早就是过去式了，那么这个时候，找工作拼的就是学历本身了，985、211？硕士、博士？再有第三条路就是一些4A、品牌等方向的岗位，这些岗位对于大学生的门槛不高，但你也会遇到更多的来自其他专业的竞争者。几个小建议不过，我仍然尊重很多学弟学妹们的新闻理想和热情，也希望有更多的新鲜血液进入这个行业带动更好的发展。所以在这里也给坚持想选择新传专业的宝宝们一些建议：1.注意积累其他学科知识。新闻，不仅仅是写文章、文笔好或者是能说会道颜值高，那不是媒体人。真正厉害的媒体人，是要掌握很多其他学科的知识，并保持深入思考的习惯，同时又能通俗易懂的和老百姓的话语融会贯通，这样你传递的信息才能给受众更大的获益，以及给社会带来更高层面的价值。所以，光掌握理论和学新闻采访写作技巧是不够的，最好能广泛阅读，甚至是去修读个双学位、其他专业的硕士什么的。2.多实践，大开眼界，找到方向。文科不同于理科的一大特点就是，文科不像理科那么垂直，无论是学习还是就业。加上，我觉得新传本身就是实践学科，目前社会上新传对口的岗位也是不断在革新，提出了很多新的挑战。比如互联网大厂中的项目经理、产品经理、策划等等岗位其实新传人都适用，但这些岗位的要求也是不低的，有很多在实践中需要掌握的基础技能，比如策划，你是不是至少要做得一手好ppt？比如产品经理，你是不是至少要读得懂代码？这些学校未必会教给你，所以要多去实习，去掌握技能的同时，也能找到自己更感兴趣的方向，并提早为岗位做准备。,"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'pm-marketing-roles-pay-better']",['education-level-matters-little'],"['tier-1-cities-offer-more-jobs', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'tech-skills-earn-more', 'soft-skills-earn-more']"
LwJvMZCPBZA3GMDmdiput,毕业三年的老广电来答一波其实都离不开宣传刚毕业就在做新媒体运营，当时公众号很火，干了几个吃喝玩乐的运营号，后面熬不住广告公司的高强度和压力，辞职考公了！现在就是一枚基层搬砖人，做过办公室写稿、也扛着摄像机拍过新闻总之还是离不开宣传！！,['journalism-favors-new-media-jobs'],[],"['tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
6faD4KNn_yX3H6nE8VXlt,去年毕业，去了某大厂做运营，很累又离家不近，于是我年初离职回家，进入一家国企做宣传,[],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
NgCdIiyUpOOdn0k-Qd6ZX,正在找工作的毕业生来答一下。本科普通一本的广播电视学专业，硕士北京985的新闻与传播专业。就业环境本来就严峻的当下，自己也没有特别特别突出的闪光点。想找一份在知名媒体的工作好难，怀疑自己可能真的要被媒体抛弃了。我自己和我同学的经历来看。就业方向大致有这么几类：媒体、考公考事业编、互联网、学校。一、媒体好一点的，可以去央媒党媒，比如央视、新华社、人民日报、光明日报等；还有一些电视台，像北京电视台，中国教育电视台；南方报业集团也很不错，南方周末是多少新闻学子的梦想之地。也有很多出版社，专业也比较对口。但是当下互联网时代，传统出版行业并不是那么景气。还有一些杂志社，比如时尚类杂志。在这里很惭愧地说，我有的媒体连简历初筛都没有过，比如新华社。不过也有进了笔试面试的。但是，也想要分享一些经验。如果想要从事媒体这一行业，找新闻相关的工作，可以多尝试尝试，并有意地思考和锻炼下自己擅长于哪个细分领域。比如是社科类的，还是体育类、财经类、汽车、娱乐、文化、民生等等，或者说是科学出版还是童书出版等等。这样等到真的找工作的时候，可以直接选择自己喜欢和擅长的赛道，一方面，如果选择了一些专业性的细分领域，再加上自己有新闻背景，就会比下去很多竞争对手，另一方面，也通过前期的积累，形成了自己的个人作品，会很有优势，同时对于自己以后的发展规划也更清晰。（但无论如何，有自己的作品是非常重要的！）我复盘了一下，从秋招到春招，我自己也参加了不少媒体类的笔试、面试，也有一些相关的实习经历，准备抽空写一些相关的经验，感兴趣的点进去关注一下～ 或者在评论区留言其他想问的问题。我抽空来写一下！～ 二、考公考事业编考公热潮现在有多火，这里就不再赘述了。这当然和现在的就业环境严峻也有很大关系。国考、省考，还有各地的选调生考试，以及事业编的考试。以我个人感受来看，身边至少60%的人会去考一下。我当时研一的时候，也有学姐跟我说，“你们现在都不想考公务员，但是到时候就会发现，班上80%都去考了，就算没复习，也会报个名试一下。”新闻专业考公务员，会有很多岗位可供选择，比如最常见的宣传岗都是需要新闻专业的。但据我看到，学硕比新传专硕的选择面更多一点，有很多岗位都是只收学硕。学硕代码0553，专硕0552，不过有很多也是都可以的，报名时候可以打电话问一下。三、互联网公司新闻专业进互联网公司，做最多的就是运营，内容运营、用户运营、产品运营等等。也可以做营销策划相关的岗位。也有一些同学从运营转向了产品岗。还有些自学编程，转向技术岗。在北京读研，互联网公司的相关机会真的很多。毕业前，可以多实习实习，找到自己所喜欢的方向。突然想到，除了媒体和互联网大厂，也有一些选择去广告公司，但是相对来说少一点。四、学校硕士毕业进高校当辅导员或行政岗，也是一些同学的选择方向。也有一小部分选择去中小学当老师，比如去教师薪资待遇很好的深圳。PS：公众号上更新了一篇文章。关于，“我朋友去年毕业去当小学老师”，她也是学新传的。可以去我的公众号上看一下～,"['tier-1-cities-offer-more-jobs', 'journalism-favors-new-media-jobs']",[],"['experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
c2W_qP0nwtZst3NBvab9v,2022.05.10研二下学期啦，九月以后找工作咯。目前的想法改变挺大的吧，越来越想回到家乡工作，向往每天见到家人的生活，也许是因为疫情影响吧，封校，可能半年都不能回家一次，很难想象以后如果异地工作会是啥样。加之家也是在江苏，工资也能10多w吧，房价还可以。我感觉现在的自己太想有家人在旁的生活了，因为老家在江苏某小县城，实际上一年都见不到爷爷奶奶外公外婆几次，不太想以后这样的事在我身上重演。感情方面，顺其自然吧，如果最终事业感情无法两全，永远以自己为主哦。最近呢，有在准备行测申论这些，无论是机关，还是企事业单位，都挺需要这些的，提前准备终归没有坏处。目前的中心当然是工作啦，也有一点焦虑吧，我是求稳的心态，凡事喜欢提前，所以担心秋招拿了offer，春招还有更好的机会被录了咋办，不能两全吧。最最希望的就是下学期的选调可以上岸，最最大的期望啦，fighting啦！如果有小伙伴也想选调或者人才引进这些，多一点学生干部经历和综合性荣誉吧，多多积累，目前我是三个学生干部任职经历，四个校级综合性荣誉，一个院级荣誉，目前就看笔试，毕竟这是第一关。希望小伙伴们一起努力吧，成就最好的自己。这是一条分割线2021.6.17这学期轻松好多哈哈，闲暇时间挺多的，和对象见面好几次，明年他可以调来南京，我以后也在南京工作，都是体制内应该不错，所以我要加油～在一起三年多一点，等我研三确定工作见家长吧哈哈～这是一条分割线2020.10现在研一啦，感觉好累哇，一共32学分，基本上都是研一修完，研二研三可能就是准备毕业论文加找工作叭。强度蛮大der，十月开始各种小组作业准备提报巴拉巴拉，学术热情已经磨没啦，已经坚定地想要成为一名公务员惹。大概率留南京或者去对象的工作城市武汉（如果和对象走到最后的话，希望可以呀），比较想走选调生这条路吧，相对来说竞争小一些。太难了太难了哇，在现实面前，理想还是靠边吧。这是一条分割线2020.01目前保研985本校新闻学专业，现在大四，期望未来在南京或者武汉工作（和对象在同一个城市工作就好），大学在xx青年报、xx卫视、市政府、杂志社实习过，算是纸媒、电视台、机关、公司都待过。真的是实习完之后就不想工作惹，怎么说呢，如果说大一还有新闻理想，现在更多的是考虑现实情况，新闻理想渐渐磨灭了吧，比起做实务，更喜欢学术吧，这也是选择读学硕的原因。一直不想进互联网公司，比较青睐机关事业单位，追求稳定吧，毕竟以后还有家庭（有男朋友考虑的就是不一样哈）。同学们有的出国，有的保研新闻学或传播学或新闻与传播，有的跨考法学，有的拿到工作offer实习中，从身边的同学们实习情况来看，有去帝都人民日报新华社腾讯的，有去魔都广告公司梨视频的，有去xx卫视xx日报的，也有在家乡就近实习的，我感觉主要还是要自己热爱吧，像我真的对实务没有任何兴趣，就去卫视某老牌节目水一水，每天开会讨论节目策划推进之类的，算是头脑风暴＋文字工作，不过还是感受到太无聊了，效率太低了，有时候还加班，明明可以提高效率就能解决的，所以两个月实习一结束再也不想去电视台实习。我目前纠结的点在于是一直读博，之后争取在高校任教，还是读完硕士之后去机关事业单位工作。两条路都不容易，都需要努力，这我明白，但是真的无比纠结。个人而言，更偏向于前者，更因为是自己喜欢的方向吧，后者更有可能是出于功利和现实吧。只是现在和对象异地，他已经工作大半年了，以后会考虑结婚的问题，打算在2024年结婚，到时候他28周岁，我26周岁，如果还在读博，我就还没有稳定下来，总感觉先成家后立业不太好，如果没有读博，那么我已经工作一年了，稳定下来了，但是有可能做的不是我爱做的事情，因为在政府机关实习过我发现有时候你理想中的和现实差距太大了，需要完成上级的任务，哪怕你觉得某些是没有意义的。怎么说呢，感觉扯远了，就是感觉随着年龄增长越来越现实，不是你不可以自由地选择，而是你真的需要权衡，我没有办法做到只考虑自己，我还有我爱的人们。,['tier-1-cities-offer-more-jobs'],[],"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
W-T7fmR57BBUO1yCq-Ign,最近不少学弟学妹私信问新传专业的就业情况，今天就我本科研究生的经历和所了解的给大家来个大揭秘！保证真实！首先要告诉你的是新传就业面非常广，就业前景还是相当不错的。就业方向1⃣️：国家级主流媒体人民日报、央视、新华社等。我本科和研究生班上均有同学进入央媒工作。在复旦，学院和央媒都有相关合作，会提供很多的央媒实习机会，为你后续进入央媒打基础。偷偷说一句，人民日报是不刷复旦新闻学院同学的简历的，所以立志于进央媒的同学还是可以考考虑的！就业方向2⃣️：为人民服务的公务员和选调去年毕业，我们班上好几位优秀的同学均经过重重筛选进入到上海或各地区的选调，也有考取公务员的，总体而言，一些部门的宣传岗位都可以报考，但需要注意⚠️如果立志于进入体制内的宣传口，尽可能入党会比较有优势，可以报考的岗位也更多。比如有同学进入到法院的宣传岗、上海市委宣传岗等，都挺不错的。就业方向3⃣️：阿里、腾讯等互联网公司我的很多本科和研究生同学都进入到了top级别的互联网公司，比如阿里、腾讯、字节等。薪酬高、福利好，办公环境高大上！稍微辛苦点，也就是大家所听闻的996，但岗位不同，工作强度也有所差异。新闻专业今日大厂主要从事市场、运营、公关或者产品岗，部分优秀的同学可以拿到产品经理的offer，薪酬40w轻轻松松，当然辛苦也是必然的！就业方向4⃣️：事业单位、教师等我们去年毕业的研究生班上有五位同学去到深圳当老师，当然深圳教师降薪一事也让这个岗位丧失了很多的竞争力。教师或其他事业单位的话待遇相对来说不高，生活相对较平淡，如果想要躺平或者喜欢相对简单的职场环境的可以选择过来！新闻专业只能从事语文学科教学，如果有这个打算，一定要提前考好教师资格证！不过近几年的教师招聘更加倾向于专业的师范生，难度会有所增大！就业方向5⃣️：中石油、中建等央企国企我也有不少同学进入到大型的央企和国企工作，薪资待遇总体不错，待遇也不错，这次上海疫情期间，央企国企都给员工提供了充足的物资保障！可以看出非常关爱员工了！如果想要相对有保障一点也可以选择央企国企，工作也相对轻松很多！就业方向6⃣️：欧莱雅、联合利华等快快消行业上海快消应该是全国发展最好的城市，很多顶级快消都在上海，不少同学也进入到这些行业，不过工作强度真的很大，我本科一个同学在联合利华，才入职那段时间晚上十点下班是常态，整个人消瘦了好多，如果喜欢具有挑战性的工作并且抗压能力较强的可以选择去快消锻炼下，一般从事的都是marketing，还挺有意思的！第二弹敬请期待……,"['tier-1-cities-offer-more-jobs', 'pm-marketing-roles-pay-better']",[],"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'tech-skills-earn-more', 'soft-skills-earn-more']"
7AZLoSeFsEBcuOkqODXKt,找到工作了，新闻学硕士。在美国的电视台干过，大学里教过新闻课，自己出去采访，自己拍摄，出过纪录片。不管你有多少年经验，读新闻学还是觉得自己很“虚”的。就连在学校学习的采访，真正用到的时候，和想象中的大相径庭。学点拍摄的技术，还有点用。但是这个门槛很低，平常人用1个月也学得会。我又回学校读了两年心理学研究生的课程，感觉只学习新闻学是不够的。你想变成一个帮助民生解决问题的人。ok，首先你要了解人性。学新闻学不会让你直接了解人性的。告诉你一些采访的技巧，说一些案例，老师就回去了。都是从过去的事件中来评判一个事情的对错，幸存者偏差好吗？我自己教课的时候，也很困惑。比如说，现实中，这个package的对找工作用处并不大，但是因为要“练习”，学生还是要做。为什么学生的课业不能是更加帮助完善他们的简历呢？更不要说新闻学的理论课了，电视台没有人问你理论的，就问你能不能完成。传统媒体现今也在一个转型阶段。只要是私营企业，就需要卖广告来赚钱，需要流量。现在电视的流量越来越少，都到网上去了，手机上去了。而国外传统媒体暂时的变现策略，还是电视，靠当地的商家投钱，卖广告。网上卖广告固然有，但是流量根本比不过网红。一条新闻想要独家，还要从普通大众手上买。因为摄影师的速度根本赶不上普通吃瓜民众手机拍摄的速度，还可以直播。如果现在在学习新闻学，我建议你可能要比老师教你的东西要自学多一点。再学一下市场经济学，Marketing。没有什么是不需要流量的，特别是新闻。既然要拼，最好自带流量进电视台。每个记者上镜，多少人在看，都是有数据的。想自己Be on camera?想上镜要懂得别人不给你机会，你自己要给自己机会。有什么频道，自己先做起来，什么事情都是越做越好的。你上镜的多了，才不会在采访时让你来一段而胆怯。投简历的时候，一个自己做得很好的频道，也是一个好的简历支撑点。最后我想说，真正进入电视台工作，日常生活多多少少也会有影响。新闻是一个新闻为大，家庭为小的职业。Anxiety也是会有的，需要一个健康的方式来疏导。很多人有了孩子之后，就不得不选择家庭了，实在是无法兼顾。很难心情很好的去工作，心情很好的去带娃。新闻中有很多突发事件，需要很多意志力的。半夜一个电话，要你去，你也是要去的。絮絮叨叨这么多，我也不是在劝退大家。毕竟我当年学新闻，也只是因为喜欢。但是既然要学，既然是你想走的路，把困难先想在前面，最终能走多远，就要看你自己的造化了。人生路很长，用几年时间摸索自己喜欢的事情，很值。但是要记得，你摸索的速度要比同行要快，馅饼不会砸到头上，可以去抢，为自己去争取。,"['journalism-favors-new-media-jobs', 'tech-skills-earn-more']",['education-level-matters-little'],"['tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'soft-skills-earn-more']"
03lPWfkSmX3nJBphoRmlM,双非研究生新传在读。新传这个行业只能说是比上不足比下有余，勉强混个温饱还行，但是想要多好的工作，可能真不太行。现在已经在准备法考了，接下来是注会。准备脱离新传专业，或者作为一个副业吧。本来是想读博的，但确实没有这方面的天赋，写论文太累了。干啥也不想写论文了。这个专业门槛太低了，而且可替代性很强。不管是汉语言文学，管理学还是文秘甚至是马克思，都可以代替新传的工作。专业太软了，并不是必须要有的。举个栗子，一个单位做宣传可以找各种专业的，但是打官司做账，只能找律师和会计。虽然就业面确实挺宽，但是也是啥都能干，啥也干的稀松平常的样子。,['education-level-matters-little'],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
IDPlwzefp5O8FlIK5-5rq,末流本科，新闻专业，大四即将毕业，劝退，劝退，不要学这个！对口的岗位一般是编辑或者进各融合媒体中心。编辑要硕士了，融合媒体中心呢，枯燥无聊，发展空间还没看到在哪里，也许是我没进过，了解不多。但也是卷到炸裂，不好进。其余的岗位就是去抢新媒体专业的，门槛低，天花板低，青春饭一碗。不转行，几年就被淘汰了。大部分人，终究是互联网的炮灰。因为就算挣扎了，也不一定跟得上互联网行业的变化速度。公职只能考三不限，我把人事网翻遍了也没找到数字出版这专业。绝望。反正我现在，本专业能胜任的工作，那是不可能去上班的。想转行，啥也不会。将就是不可能将就的。大家都懂什么新闻理想，文学理想。新媒体？10w＋？微视频？那不可能上班干这个的，有辱斯文。工作又找不到，将就又做不到，去传媒行业上班是不可能去上班的啦，这辈子都不可能去传媒行业上班的,"['journalism-favors-new-media-jobs', 'education-level-matters-little']",['higher-education-earns-more'],"['tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'low-education-can-earn-high', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
Uys8zlRdEBLa6kPg8gkMG,本科是某985新闻学，全年级共一百二十多人，毕业时大约有二十人保研，五六十人选择考研，十人出国，剩下的人考公走选调or工作。考研的成功率不高，最终只有几个人考到了自己心仪的学校，有几个人被调剂到了弱一点的211或是双非，一方面因为传媒专业的考研卷到令人发指，另一方面也因为大家都想要往学校层次更高，地域更好的985冲刺，所以很多人未能如愿，这部分落榜的人，部分选择二战，部分最终也签了工作，听说有几个是回了自己家乡，进了国企的宣传部，也有通过春招补录进了央媒或其他媒体的。工作的人中，有人进了4A做广告，有人进了互联网做运营，能够做产品经理的人不多，也有人进了电视台和报社做传统的新闻采编工作；考公对应的部门大部分是宣传部和行政处，考的最好的同学成了当地省政府某部门的选调生。因为毕业时间还不长且仍有很多同学在二战，样本数据并不丰富，就目前来看，大部分同学还是在从事和自己专业较为强相关的工作，但随着进入社会的时间越久，我相信有一部分同学必定会选择转行。我的一位零几界的同专业学长，在当年毕业后进入财经新闻部工作了几年后，通过一些机遇进入了私募，算是转行的比较彻底的案例。同专业大我几届的学长学姐们，现在仍在从事本专业工作的也寥寥无几，说白了，就是真的没钱！！！！！！！！作为高考填报志愿时，阅读了一本名叫《看见》的书后，就一腔热血势要做“瞭望者”的本人，义无反顾地踏入了新闻学这个让我又爱又无奈的专业里。那时的我，听着王克勤的故事，读着《被收容者孙志刚之死》，梦想着可以成为能改变社会的记者，于是不顾父母的劝阻，在志愿填报书上的第一栏端端正正地写上了“新闻与传播学”这几个大字。备忘录里至今还留着我当时不知道在哪里摘抄的话：进入学校后，我积极地参加媒体部，积极锻炼自己的文字能力与采访技巧，终于在大二获得了进入国内一家知名报社的实习机会，并且是我最喜欢的调查类社会新闻部。当我斗志昂扬地踏入我心目中的一线新闻阵地时，我突然发现了一个有些奇怪的现象，与我共事的同事来自各种各样的专业背景，有法学的，有教育学的，有小语种的.....不过这没有什么，重要的是大家都坚定地热爱着这个行业！我们一定可以捍卫真相！写出能改变社会的报道！于是一头扎入收集资料与采访的工作中。我还记得某一次中午，正在和一个同为实习生的朋友在饭店里吃着烤鱼，突然主编的一通电话打进来，告诉我们某突发事件来了，需要迅速找到相关采访对象。于是我俩立刻开始了电话采访，列提纲和做笔记的工作，等忙完后两个小时过去，烤鱼早就凉透了。在吃着冷冷的烤鱼的时候，我心里却是热乎乎的，因为这样的辛苦是值得的，我们为公众利益的付出都是有价值的，哪怕最后牺牲的我们自己的利益。然后现实总给我冷冰冰的一棒。当我们辛辛苦苦地组好稿后，突然被主编通知稿件被上级压下来了，不能发出了，具体原因不明。我不理解，但也无可奈何，因为记者老师告诉我这样的事时有发生。只记得那天我收拾完东西走出报社大门时，满身疲惫，看着灯火通明的北京，突然感到一丝悲凉，好似不管我怎么努力，都很难在这座城市留下一丝印记。新闻学对应的一些传统行业在现下人人即可为记者，数字媒体横行的时代，正在无可避免地逐渐走向没落。记者在零几年时的工资即可近万一月，在那时是风光又体面的工作，而到了今天，仍是近万，且并无太大的工资涨幅空间，对于毫无背景，想在大城市立足的年轻人来说，成为记者并不是一个很好的选择。除此之外，还有工作付出时长与薪资严重不对等，工作和生活的界限不清，过度追求抢新闻时效而无法保证新闻真实的问题。例如新京报先前在刘学州事件中因为报道不实而被称作“杀人媒体”，其实也与其内部新闻生产机制的问题有关。做记者的这一次实习经历彻底打破了我对这个行业的滤镜，我也终于意识到，是要做出抉择了，于是在之后的实习中，我又尝试了公关、互联网等其他方向，已经准备转行。我深深爱着我的专业，毫不夸张地说，如果再来一次，我还是会选它，因为这个专业对我性格和思维方式的重塑是巨大的，我感激新闻学，让我具备了信息搜集提取以及时刻保持反思的能力，但现在，我更愿意选择转行。其实新闻学的学生的选择也很多，可以做自媒体，可以做互联网运营，可以做游戏策划等等，但转行的前提，都是你有其他行业知识方面的积累，所谓新闻无学，在本科或是研究生期间，一定要尽早规划，多做实习，这样才能了解每个行业的真相，也可以为之后的就业做准备。当然我有一些仍奋斗在新闻一线的朋友，他们始终怀揣着对新闻的理想以及最初的信念，仍然爱着这份工作，我敬佩他们，我也深知自己成为不了他们，毕竟世界上只有一种真正的英雄主义，那就是看清生活的真相之后，依然热爱生活。,"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'pm-marketing-roles-pay-better']",['higher-education-earns-more'],"['tier-1-cities-offer-more-jobs', 'education-level-matters-little', 'low-education-can-earn-high', 'more-experience-earns-more', 'tech-skills-earn-more', 'soft-skills-earn-more']"
XR8_nq8n0er_p1X9FBhfM,新传是就业面非常广的专业，也是出路非常多样的专业，下文会罗列一些新传专业常见的工种。这个行业是一个非常重实践的，企业希望你直接能“用”。这种情况下，建议学生们尽早的去实习，少在学校待着，书本上的知识跟课堂的知识离实践还是有一个非常遥远的一个距离。大一、大二、大三就可以去，你可以更换不同的工作去体验。这会让你拥有更多低成本试错的机会。因为当你正式工作的时候，换一份工作的成本是很高的，不仅体现在你的简历方面，也会体现在你未来的薪资上，整体的行业发展都会有很大的影响，但是你在实习的时候你可以做十几二十份实习都可以，这个不会影响到你的简历，反而会让你的生活变得很丰富很多彩，有更多的机会去接触更多的人。当你对这个行业的信息足够了解的时候，你才能做出正确的选择。以下是新传专业常见的工作种类：1 互联网公司目前互联网公司虽然因各种996饱受诟病，但依旧还是毕业生们最常见的选择，毕竟给钱相对比较多，对于刚刚出来工作的年轻人来说，需要一笔启动资金用来安置未来的生活。互联网公司的岗位多样，选择度也会比较高，新闻传播学研究生常见的岗位选择有：产品经理、新媒体运营、品牌推广、游戏运营、数据分析（适合有一些数理统计基础的人）等。以阿里，百度，滴滴，网易，腾讯，知乎，头条为首的互联网公司每年都有校招名额，如果想去的话一般需要提前有做过相关的几段实习。不然简历很容易被直接毙掉。简历通过以后会有面试，面试有很多种形式（比如常见的群面），并且有好几轮。2 自媒体运营自己的自媒体：新闻传播专业的很多学生在学生时代就有运营自己的自媒体的经历，有个别的一些可能毕业后就专心运营自己的各大社交账号，会接一些品牌的推广之类的。我硕士阶段有个同学是一个小有名气的情感博主，毕业后很快就在上海买房了。诶，羡慕。加入自媒体组织：比如丁香医生、回形针、果壳网、刺猬公社等各大账号，他们有时也会招人，这种也算是比较专业对口的工作了。3 广电集团&主流媒体广电：以芒果台、浙江广电为首的广电集团每年也都会招人，好处是比较稳定，有机会拿到编制。缺点也非常明显，听闻去做过实习的小伙伴说，特别特别累，常常凌晨加班，跟组拍摄。主流媒体：比如新华社、新京报、人民日报等等。去主流媒体可能是很多怀有新闻梦的学子们最早的想法，我身边也有朋友毕业后就加入新华社和人民日报了，有是前台记者的，也有写稿记者，听说招聘要求很高，他们自身专业素养也是非常优秀的。4 出版行业比如业内很有名的商务印书馆，上海文艺出版社等等。这个是少数人的选择，适合一些有些较浓的书卷气、有浓厚情怀的人。新媒体时代，很多出版行业都面临着转型，例如有声书的推广普及，需要新鲜血液的注入。好处是工作时长比较正常，下午5、6点能下班，对于有兴趣的人来说，可能是一种享受性、饱含成长性的工作。坏处是收入情况不太理想。5 公务员这是这两年最火的选择，可能跟疫情情况息息相关，市场情况较差。我的师弟师妹们通常是两手准备，一手准备企业招聘，一手备考公务员，图书馆里除了考研就是公务员备考的同学了。体制内的工作有缺点很明显，建议可以搜一下公务员们的答案，这里就不赘述了。6 教师这几年深圳的教师待遇很好，很多名校硕士都争先恐后地报名，我的硕士同学有去深圳当语文老师和英语老师的。当然，也有去新东方之类的培训学校的，收入情况也比较可观。7 读博有学术志向的毕业生会选择继续深造，多数国内高校继续读，也有申请香港、海外的博士。此为PK入驻导师或往届学员撰写，更多干货或需要留学、考研/保研的背景提升、科研论文辅导服务，请关注微信公众号：Paper King。,"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'pm-marketing-roles-pay-better']",[],"['tier-1-cities-offer-more-jobs', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'tech-skills-earn-more', 'soft-skills-earn-more']"
9AMlU7EY8rGyB66FZsVgI,巧的没得再巧。本人正在找工作，就推送这玩意了。热门第一那个，看完只能点赞了。对得没得再对。除非你牛逼到读了很多名校硕士博士，找个电视台当主持人就可能是继续走本道。不然，终究沦落奇奇怪怪的...其他专业职位,['higher-education-earns-more'],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
iGwsuK6n5fWqvqBMw_3ZV,呃…游戏策划。其实大学百分之六十的人专业工作都不对口…,[],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
xpgNrAtxjpm_CBEEYsXKv,野鸡二本的新闻应届生，拔剑四顾心茫然啊，应该去读个铁路专科的，唉,[],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
